Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,129s1.SvImJ_vs_in_vitro,A.J_vs_in_vitro,C57BL.6J_vs_in_vitro,CC001.Unc_vs_in_vitro,CC002.Unc_vs_in_vitro,CC003.Unc_vs_in_vitro,CC004.TauUnc_vs_in_vitro,CC005.TauUnc_vs_in_vitro,CC006.TauUnc_vs_in_vitro,CC007.Unc_vs_in_vitro,CC008.GeniUnc_vs_in_vitro,CC009.Unc_vs_in_vitro,CC010.GeniUnc_vs_in_vitro,CC011.Unc_vs_in_vitro,CC012.GeniUnc_vs_in_vitro,CC013.GeniUnc_vs_in_vitro,CC015.Unc_vs_in_vitro,CC016.GeniUnc_vs_in_vitro,CC017.Unc_vs_in_vitro,CC018.Unc_vs_in_vitro,CC019.TauUnc_vs_in_vitro,CC021.Unc_vs_in_vitro,CC022.GeniUnc_vs_in_vitro,CC023.GeniUnc_vs_in_vitro,CC024.GeniUnc_vs_in_vitro,CC025.GeniUnc_vs_in_vitro,CC027.GeniUnc_vs_in_vitro,CC028.GeniUnc_vs_in_vitro,CC030.GeniUnc_vs_in_vitro,CC031.GeniUnc_vs_in_vitro,CC032.GeniUnc_vs_in_vitro,CC033.GeniUnc_vs_in_vitro,CC034.Unc_vs_in_vitro,CC035.Unc_vs_in_vitro,CC037.TauUnc_vs_in_vitro,CC038.GeniUnc_vs_in_vitro,CC039.Unc_vs_in_vitro,CC040.TauUnc_vs_in_vitro,CC041.TauUnc_vs_in_vitro,CC042.GeniUnc_vs_in_vitro,CC043.GeniUnc_vs_in_vitro,CC044.Unc_vs_in_vitro,CC045.GeniUnc_vs_in_vitro,CC046.Unc_vs_in_vitro,CC047.Unc_vs_in_vitro,CC051.TauUnc_vs_in_vitro,CC056.GeniUnc_vs_in_vitro,CC057.Unc_vs_in_vitro,CC059.TauUnc_vs_in_vitro,CC061.GeniUnc_vs_in_vitro,CC065.Unc_vs_in_vitro,Cast.EiJ_vs_in_vitro,IFNG_vs_in_vitro,NOD.ShiLtJ_vs_in_vitro,NOS_vs_in_vitro,NZO.H1LtJ_vs_in_vitro,PWK.PhJ_vs_in_vitro,Phox_vs_in_vitro,Rag_vs_in_vitro,Wsb.Eij_vs_in_vitro,mbio_H37Rv_vs_in_vitro,BXD102_vs_in_vitro_H37Rv,BXD29_vs_in_vitro_H37Rv,BXD39_vs_in_vitro_H37Rv,BXD40_vs_in_vitro_H37Rv,BXD48a_vs_in_vitro_H37Rv,BXD51_vs_in_vitro_H37Rv,BXD54_vs_in_vitro_H37Rv,BXD56_vs_in_vitro_H37Rv,BXD60_vs_in_vitro_H37Rv,BXD62_vs_in_vitro_H37Rv,BXD67_vs_in_vitro_H37Rv,BXD69_vs_in_vitro_H37Rv,BXD73_vs_in_vitro_H37Rv,BXD73b_vs_in_vitro_H37Rv,BXD77_vs_in_vitro_H37Rv,BXD79_vs_in_vitro_H37Rv,BXD90_vs_in_vitro_H37Rv,BXD93_vs_in_vitro_H37Rv,BXD9_vs_in_vitro_H37Rv,C57BL.6J_vs_in_vitro_H37Rv,DBA.2J_vs_in_vitro_H37Rv,Functional_Category
Rv0105c,1.0,1.0,1.0,1.0,1.0,0.96174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.43943,1.0,0.86377,1.0,1.0,1.0,0.84347,1.0,0.5927399999999999,1.0,0.35145,0.19202,1.0,0.79773,0.4232399999999999,1.0,0.81496,0.1975,1.0,0.93833,1.0,1.0,1.0,0.99179,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8644299999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83383,1.0,1.0,1.0,1.0,1.0,0.9349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76663,1.0,1.0,1.0,1.0,0.91205,0.58478,1.0,1.0,1.0,1.0,1.0,0.48694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7522800000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85384,information pathways
Rv0107c,1.0,1.0,1.0,1.0,1.0,0.79433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3982699999999999,0.94047,1.0,1.0,1.0,0.9266,0.74941,1.0,0.95504,1.0,1.0,1.0,1.0,0.7314,0.55055,1.0,0.17179,0.59965,0.89184,1.0,1.0,1.0,1.0,0.66803,1.0,1.0,1.0,0.7440399999999999,1.0,1.0,1.0,0.8799600000000001,1.0,1.0,1.0,1.0,0.56676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95051,1.0,1.0,1.0,1.0,1.0,1.0,0.6692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84791,1.0,1.0,1.0,1.0,0.83754,0.1199799999999999,1.0,0.98012,1.0,1.0,0.57147,0.34503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67981,1.0,0.63066,1.0,1.0,1.0,1.0,0.69675,1.0,1.0,1.0,1.0,1.0,1.0,0.43075,1.0,1.0,1.0,1.0,0.86172,1.0,1.0,1.0,1.0,1.0,1.0,0.57736,1.0,0.99068,0.87296,1.0,0.66205,1.0,0.89362,1.0,1.0,1.0,0.9573,1.0,1.0,1.0,cell wall and cell processes
Rv0109,1.0,1.0,1.0,1.0,1.0,0.4732399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85519,0.56137,0.90312,0.94561,1.0,0.67166,0.46229,1.0,0.57139,1.0,0.90856,0.23744,1.0,0.72116,0.95519,1.0,0.20609,1.0,1.0,1.0,1.0,1.0,1.0,0.23989,1.0,1.0,0.99318,1.0,1.0,1.0,1.0,0.30524,1.0,0.59441,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70408,1.0,1.0,1.0,1.0,1.0,1.0,0.9547,0.96934,1.0,1.0,1.0,1.0,1.0,0.91992,0.5516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56533,0.96897,0.9996,1.0,1.0,1.0,0.60645,1.0,1.0,1.0,1.0,1.0,0.57933,0.94553,1.0,0.81499,1.0,1.0,1.0,1.0,1.0,1.0,0.25315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55302,1.0,1.0,0.24189,1.0,0.10413,0.98622,1.0,0.66624,1.0,1.0,1.0,1.0,1.0,1.0,0.97685,0.96277,1.0,1.0,1.0,1.0,1.0,1.0,0.95977,1.0,1.0,1.0,PE/PPE
Rv0110,1.0,1.0,1.0,0.6384,1.0,0.228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7276699999999999,1.0,1.0,1.0,0.92311,1.0,1.0,1.0,0.886,1.0,1.0,0.52722,0.5169100000000001,1.0,0.47292,1.0,0.74017,1.0,1.0,1.0,1.0,0.15649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54122,0.43825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8397700000000001,0.97194,1.0,1.0,1.0,0.28403,0.72068,1.0,1.0,1.0,1.0,0.7548199999999999,1.0,1.0,0.99334,1.0,0.8716299999999999,1.0,1.0,0.34667,1.0,0.4022699999999999,0.08992,1.0,1.0,0.98567,1.0,0.5078199999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8821700000000001,1.0,1.0,1.0,0.36395,1.0,1.0,0.41538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97754,1.0,1.0,1.0,cell wall and cell processes
Rv0111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.60938,0.0,1.0,0.96111,0.14019,0.81472,1.0,1.0,0.57024,0.42363,1.0,0.42767,1.0,0.00243,0.50435,1.0,0.66146,0.5494899999999999,0.08867,1.0,0.8743700000000001,1.0,1.0,1.0,1.0,0.12013,0.6213,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.87129,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,0.248,1.0,1.0,1.0,0.99697,1.0,0.51108,0.8211700000000001,1.0,1.0,1.0,0.90693,0.2378,0.17869,0.00481,0.47828,0.17983,0.5315300000000001,0.30123,0.5051100000000001,0.4943399999999999,0.12807,0.04579,1.0,0.99664,0.68357,0.48394,0.2869,0.17033,0.62244,0.57498,0.09975,0.03759,0.02418,0.19189,0.73725,0.1033099999999999,0.5496,0.76959,0.01995,0.00633,0.72647,0.40064,0.0228,0.46821,0.14872,0.34178,0.77712,0.18074,0.02217,0.10572,0.06709,0.18815,1.0,0.34801,0.19669,0.1613,0.11212,0.16393,0.0562,0.70373,0.69421,0.21739,0.01793,1.0,0.7522,0.04163,0.1464,0.8996799999999999,0.19832,1.0,0.59931,0.14377,0.49813,1.0,1.0,0.43579,1.0,1.0,1.0,0.08992,1.0,1.0,1.0,0.17609,0.86059,1.0,0.77044,1.0,1.0,0.59017,1.0,0.61786,0.1537,intermediary metabolism and respiration
Rv0112,1.0,1.0,1.0,1.0,1.0,0.27792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97154,1.0,0.8145600000000001,1.0,0.0,0.00928,1.0,0.88534,0.81009,1.0,0.7121,0.79222,1.0,1.0,1.0,1.0,1.0,0.21673,1.0,1.0,1.0,0.43692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30006,1.0,1.0,1.0,1.0,0.3235099999999999,0.6917800000000001,0.51427,0.97564,1.0,0.86434,1.0,1.0,1.0,1.0,0.59947,0.98821,1.0,0.53871,1.0,0.21581,1.0,0.8340200000000001,1.0,1.0,1.0,0.98375,0.93232,1.0,0.4273699999999999,1.0,1.0,0.41593,0.99064,0.99451,0.67593,1.0,0.6866,1.0,0.6978800000000001,0.62019,1.0,0.24469,1.0,0.73961,0.06086,0.1150099999999999,1.0,0.96595,1.0,0.7417199999999999,1.0,1.0,0.5405800000000001,1.0,1.0,1.0,1.0,0.28165,1.0,0.46213,0.81372,1.0,0.70957,0.60088,0.0252,1.0,1.0,0.65714,0.88928,1.0,1.0,0.44613,1.0,1.0,1.0,0.98094,1.0,1.0,0.67912,1.0,1.0,1.0,0.93804,1.0,1.0,0.44232,cell wall and cell processes
Rv0113,1.0,1.0,1.0,1.0,1.0,0.42673,0.21685,1.0,0.89974,1.0,1.0,1.0,1.0,1.0,0.8966700000000001,1.0,0.95482,1.0,1.0,0.93638,1.0,0.93073,1.0,0.02201,1.0,1.0,0.23365,0.2727199999999999,1.0,0.2290599999999999,0.35344,1.0,1.0,1.0,1.0,1.0,0.6057600000000001,1.0,1.0,0.81795,1.0,1.0,1.0,1.0,0.86321,1.0,0.94676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46121,1.0,1.0,1.0,1.0,1.0,1.0,0.95314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8115100000000001,1.0,1.0,1.0,1.0,0.96772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51183,0.92847,1.0,1.0,1.0,1.0,1.0,0.39046,1.0,0.81519,1.0,1.0,1.0,1.0,0.66755,1.0,1.0,1.0,0.71768,0.951,1.0,1.0,1.0,1.0,0.6109,1.0,0.47853,1.0,1.0,0.66624,1.0,1.0,0.85331,1.0,1.0,1.0,1.0,0.8565,1.0,1.0,0.9205,1.0,1.0,1.0,1.0,0.4223,1.0,0.93607,cell wall and cell processes
Rv0114,1.0,1.0,1.0,1.0,1.0,0.42396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24264,1.0,0.94015,0.91324,1.0,0.91043,0.9183,1.0,1.0,1.0,0.56257,1.0,1.0,0.85557,1.0,1.0,0.38461,1.0,0.8071,1.0,1.0,1.0,1.0,0.6017600000000001,1.0,1.0,1.0,0.98704,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.53496,1.0,1.0,1.0,1.0,0.88726,1.0,1.0,0.2368,1.0,1.0,0.8133,1.0,1.0,0.81548,0.93738,0.97352,1.0,1.0,1.0,0.5157,1.0,1.0,1.0,1.0,1.0,0.93422,1.0,1.0,1.0,1.0,0.62252,1.0,1.0,0.5492600000000001,1.0,1.0,1.0,1.0,0.38855,1.0,0.78005,1.0,0.4412899999999999,1.0,0.29076,0.59034,1.0,0.87182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6773100000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.49366,1.0,1.0,0.84885,1.0,1.0,1.0,0.73938,1.0,1.0,1.0,1.0,1.0,1.0,0.83263,1.0,1.0,1.0,1.0,1.0,1.0,0.86327,cell wall and cell processes
Rv0115,1.0,1.0,1.0,1.0,1.0,0.45171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97074,0.94015,1.0,1.0,1.0,0.92311,1.0,1.0,1.0,0.78615,1.0,1.0,0.85557,1.0,1.0,0.84403,0.7420899999999999,1.0,0.9656,1.0,1.0,1.0,0.98983,1.0,1.0,0.98301,1.0,1.0,1.0,1.0,1.0,1.0,0.42843,1.0,1.0,0.73588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46266,1.0,1.0,1.0,1.0,1.0,1.0,0.4708,1.0,1.0,1.0,1.0,0.5846899999999999,1.0,0.62244,1.0,1.0,0.99366,0.92694,1.0,1.0,1.0,1.0,0.8976799999999999,0.9975,1.0,0.7126,1.0,1.0,1.0,1.0,0.38855,0.81499,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68874,1.0,1.0,1.0,1.0,0.65477,1.0,1.0,1.0,1.0,0.98224,1.0,1.0,1.0,1.0,1.0,1.0,0.4922,1.0,1.0,1.0,1.0,1.0,1.0,0.91709,1.0,1.0,0.1183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv0116c,1.0,1.0,1.0,1.0,1.0,0.6715300000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7337199999999999,1.0,0.54157,1.0,1.0,1.0,0.98981,1.0,0.24241,1.0,0.98717,0.58086,1.0,0.4642199999999999,1.0,1.0,0.84403,0.98202,1.0,0.0,1.0,1.0,1.0,0.29055,1.0,1.0,0.67983,0.86021,1.0,1.0,1.0,0.8799600000000001,1.0,0.923,1.0,1.0,0.72322,0.95115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70506,1.0,0.93849,1.0,0.8174899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96699,1.0,1.0,0.86769,1.0,1.0,1.0,1.0,1.0,0.96877,0.997,1.0,0.77195,1.0,1.0,1.0,0.95132,0.66618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46328,1.0,1.0,1.0,1.0,1.0,0.96591,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90087,1.0,0.45725,1.0,1.0,0.5953,1.0,1.0,1.0,1.0,1.0,1.0,0.56796,0.95117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6385,cell wall and cell processes
Rv0117,1.0,1.0,1.0,1.0,1.0,0.5265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94027,1.0,1.0,0.94987,1.0,1.0,1.0,1.0,0.99003,1.0,0.80178,0.83425,1.0,0.66859,0.2877699999999999,1.0,0.7864,0.3421,0.11083,1.0,1.0,1.0,1.0,0.85688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.62087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75936,1.0,1.0,1.0,1.0,1.0,0.8223600000000001,1.0,1.0,1.0,1.0,1.0,0.2751699999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76623,0.99882,0.5423399999999999,0.81201,1.0,1.0,1.0,1.0,0.55894,0.30725,1.0,0.91278,1.0,1.0,1.0,1.0,1.0,0.5250199999999999,1.0,1.0,0.7942100000000001,0.87979,1.0,1.0,1.0,1.0,0.71208,1.0,0.02255,1.0,1.0,1.0,1.0,1.0,0.77291,0.72577,1.0,0.88322,0.85125,1.0,1.0,1.0,0.86925,1.0,1.0,1.0,1.0,0.50104,1.0,0.99859,regulatory proteins
Rv0118c,1.0,1.0,1.0,1.0,1.0,0.8910399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19,1.0,0.99865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37616,0.8435600000000001,1.0,1.0,0.64247,1.0,0.9606,0.07793,0.38153,1.0,1.0,1.0,1.0,0.87141,1.0,1.0,0.97681,1.0,1.0,1.0,1.0,0.7377100000000001,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8776799999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.44941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97054,1.0,0.84996,1.0,1.0,0.57147,1.0,0.45183,0.86259,1.0,1.0,1.0,1.0,1.0,0.78997,1.0,0.82396,1.0,1.0,1.0,1.0,1.0,0.78337,1.0,1.0,1.0,1.0,1.0,1.0,0.82309,1.0,0.77018,1.0,0.95057,1.0,1.0,0.98147,1.0,1.0,1.0,1.0,1.0,1.0,0.47354,1.0,0.97519,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0119,1.0,1.0,1.0,1.0,1.0,0.4732399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94859,0.74424,0.93348,0.42696,0.3760699999999999,0.5574,0.9183,1.0,0.38837,1.0,0.70092,1.0,0.52127,0.7308899999999999,1.0,1.0,0.8700700000000001,1.0,1.0,0.10925,1.0,1.0,1.0,0.4246399999999999,1.0,1.0,1.0,0.39558,1.0,1.0,1.0,0.86887,1.0,0.21293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.66247,0.98364,1.0,1.0,1.0,1.0,1.0,0.65757,0.7285699999999999,1.0,1.0,1.0,1.0,0.71954,1.0,1.0,1.0,0.98061,0.8791899999999999,0.97149,0.97613,1.0,1.0,1.0,0.8022199999999999,0.62874,0.93286,0.93366,1.0,1.0,0.6725,0.84324,0.80391,0.60997,1.0,1.0,1.0,1.0,0.75132,0.6018899999999999,0.76694,0.77558,1.0,0.98908,1.0,1.0,0.90121,0.57781,1.0,1.0,0.93279,1.0,1.0,0.85926,1.0,1.0,0.7522800000000001,1.0,0.26914,0.98084,1.0,0.84885,1.0,1.0,1.0,1.0,0.99618,1.0,0.79766,1.0,1.0,1.0,0.89712,1.0,1.0,1.0,0.90527,1.0,1.0,0.83601,lipid metabolism
Rv0120c,1.0,1.0,1.0,1.0,1.0,0.62283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91142,0.92278,0.92729,0.77952,1.0,0.5574,0.8196700000000001,1.0,1.0,1.0,0.62603,0.55107,1.0,0.96741,1.0,1.0,0.56938,1.0,0.94907,1.0,1.0,1.0,1.0,0.99242,1.0,1.0,0.95837,0.8841600000000001,1.0,1.0,1.0,1.0,1.0,0.17325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8787299999999999,1.0,1.0,1.0,1.0,1.0,0.94297,1.0,0.90078,0.62959,1.0,1.0,0.96956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97671,0.29838,0.62748,0.88615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80365,1.0,1.0,1.0,1.0,1.0,0.7915,1.0,0.81012,1.0,1.0,1.0,1.0,0.76387,1.0,1.0,1.0,1.0,1.0,1.0,0.92329,information pathways
Rv0124,1.0,1.0,1.0,1.0,1.0,0.34655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8280200000000001,1.0,0.91824,0.8215600000000001,1.0,1.0,0.99534,1.0,0.84791,1.0,0.80374,0.51558,1.0,0.92094,0.45835,1.0,0.3705,0.27397,1.0,1.0,1.0,1.0,1.0,0.9371,0.1849,1.0,1.0,1.0,0.67094,1.0,1.0,0.39305,1.0,0.5327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91948,1.0,1.0,1.0,1.0,1.0,1.0,0.92994,1.0,1.0,1.0,1.0,1.0,0.7469,1.0,1.0,1.0,1.0,0.79564,1.0,1.0,0.5946600000000001,1.0,1.0,1.0,1.0,0.34178,0.96123,1.0,1.0,1.0,1.0,1.0,0.9511,0.6167600000000001,1.0,1.0,0.86503,0.72643,1.0,1.0,0.72146,1.0,1.0,0.93279,1.0,1.0,0.4881899999999999,1.0,1.0,1.0,1.0,0.69202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.82702,1.0,1.0,1.0,1.0,1.0,1.0,0.85013,PE/PPE
Rv0125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63413,0.89543,1.0,0.83139,0.81262,0.6826399999999999,1.0,1.0,1.0,0.9183,1.0,1.0,1.0,0.0,0.2034099999999999,1.0,0.47365,0.57067,1.0,0.92799,1.0,1.0,0.89243,1.0,1.0,1.0,1.0,1.0,1.0,0.93661,1.0,1.0,1.0,1.0,1.0,1.0,0.51674,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88649,1.0,1.0,1.0,0.12764,1.0,1.0,0.8304,0.63238,1.0,1.0,1.0,1.0,1.0,0.20223,1.0,1.0,1.0,1.0,1.0,0.99095,1.0,0.8086899999999999,1.0,1.0,1.0,1.0,0.945,1.0,1.0,1.0,1.0,0.03861,0.06925,1.0,1.0,1.0,0.40756,1.0,0.8004600000000001,0.86798,1.0,1.0,1.0,1.0,0.47608,0.34756,0.58441,0.9671,1.0,1.0,1.0,0.8437600000000001,0.5101100000000001,0.8105100000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.63755,1.0,0.95282,1.0,0.16573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7868,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56246,1.0,1.0,0.75375,intermediary metabolism and respiration
